Criminal Offenses - On campus,,,,,
Survey year,Institution name, Campus Name,Institution Size,Rape,Fondling
2014,Ashland University,Detroit Pastorial Counseling Program- Ashland Univ,5737,0,0
2014,Ashland University,Schar College of Nursing,5737,0,0
2014,Ashland University,Ashland Theological Seminary - Cleveland Center,5737,0,0
2014,Ashtabula County Technical and Career Campus,Main Campus,130,0,0
2014,ASI Career Institute,Main Campus,109,0,0
2014,Asian American International Beauty College,Main Campus,173,0,0
2014,ASM Beauty World Academy,Main Campus,328,0,0
2014,Asnuntuck Community College,Main Campus,1603,0,0
2014,Aspen Beauty Academy of Laurel,Main Campus,75,0,0
2014,Assabet Valley Regional Technical School,Assabet Valley Regional Technical School,44,0,0
2014,Associated Beth Rivkah Schools,Main Campus,147,0,0
2014,Associated Technical College-Los Angeles,Main Campus,361,0,0
2014,Associated Technical College-San Diego,Main Campus,119,0,0
2014,Assumption College,Main Campus,2719,7,0
2014,Assumption College,Villino Dufault Campus,2719,0,0
2014,Astrodome Career Centers,Main Campus,41,0,0
2014,ATA Career Education,ATA Career Education,206,0,0
2014,ATA College,Main Campus,439,0,0
2014,Atelier Esthetique Institute of Esthetics,Main Campus,127,0,0
2014,Atenas College,Main Campus,1363,0,0
2014,Athena Career Academy,Main Campus,165,0,0
2014,Athens State University,Athens State University Main Campus,3128,0,0
2014,Athens Technical College,Athens Technical College - Athens,4336,0,0
2014,Athens Technical College,Elbert County Campus,4336,0,0
2014,Athens Technical College,Greene County Campus,4336,0,0
2014,Athens Technical College,Hart County Adult Learning Center,4336,0,0
2014,Athens Technical College,Madison County Adult Learning Center,4336,0,0
2014,Athens Technical College,Oconee County Adult Learning Center,4336,0,0
2014,Athens Technical College,Oglethorpe County Adult Learning Center,4336,0,0
2014,Athens Technical College,Taliaferro County Adult Learning Center,4336,0,0
2014,Athens Technical College,Walton County Campus,4336,0,0
2014,Athens Technical College,Wilkes County Adult Learning Center,4336,0,0
2014,Athens Technical College,Clarke County Adult Learning Center,4336,0,0
2014,ATI College-Norwalk,Main Campus,109,0,0
2014,Atlanta Beauty & Barber Academy,Main Campus,257,0,0
2014,Atlanta Institute of Music and Media,Main Campus,170,0,0
2014,Atlanta Metropolitan State College,Main Campus,2977,0,1
2014,Atlanta School of Massage,Main Campus,78,0,0
2014,Atlanta Technical College,Main Campus,4282,0,0
2014,Atlanta's John Marshall Law School,Atlanta's John Marshall Law School,505,0,0
2014,Atlanta's John Marshall Law School,Savannah Law School,505,0,0
2014,Atlantic Beauty & Spa Academy LLC,Main Campus,131,0,0
2014,Atlantic Cape Community College,Main Campus,6845,0,0
2014,Atlantic Cape Community College,Atlantic City Worhington Center,6845,0,0
2014,Atlantic Cape Community College,Cape May County Campus,6845,0,0
2014,Atlantic Institute of Oriental Medicine,Main Campus,139,0,0
2014,Atlantic Technical College,ATLANTIC TECHNICAL COLLEGE,2599,0,0
2014,Atlantic University College,Main Campus,1496,0,0
2014,ATS Institute of Technology,Main Campus,459,0,0
2014,ATS Institute of Technology,Chicago Campus,459,0,0
2014,Auburn Career Center,Main Campus,167,0,0
2014,Auburn University,Main Campus,25912,2,3
2014,Auburn University,Joseph S Bruno Auburn Abroad Italy,25912,0,0
2014,Auburn University,Solon Dixon Forestry Education Center,25912,0,0
2014,Auburn University,Rural Studio,25912,0,0
2014,Auburn University,Harris Early Learning Center,25912,0,0
2014,Auburn University,Auburn University Regional Airport,25912,0,0
2014,Auburn University,E W Shell Fisheries Center North,25912,0,0
2014,Auburn University,Poultry and Animal Nutrition Center,25912,0,0
2014,Auburn University,National Center of Asphalt Technology,25912,0,0
2014,Auburn University,Harrison School of Pharmacy-Mobile,25912,0,0
2014,Auburn University,Harrison School of Pharmacy- Montgomery,25912,0,0
2014,Auburn University,The Center for Architecture and Urban Studies,25912,0,0
2014,Auburn University at Montgomery,Auburn University Montgomery,5057,2,0
2014,Augsburg College,Main Campus,3548,6,0
2014,Augsburg College,Rochester Program,3548,0,0
2014,Augusta School of Massage,Main Campus,48,0,0
2014,Augusta Technical College,Main Campus,4269,0,0
2014,Augusta Technical College,Thomson/McDuffie,4269,0,0
2014,Augusta Technical College,Waynesboro/Burke,4269,0,0
2014,Augusta Technical College,Columbia County Center,4269,0,0
2014,Augustana College,Main Campus,2497,4,0
2014,Augustana College,Main Campus,1825,1,0
2014,Auguste Escoffier School of Culinary Arts-Austin,Auguste Escoffier School of Culinary Arts,294,0,0
2014,Auguste Escoffier School of Culinary Arts-Boulder,Boulder Campus,382,0,0
2014,Aultman College of Nursing and Health Sciences,Aultman College of Nursing and Health Sciences,358,0,2
2014,Aurora University,Main Campus,5084,3,1
2014,Aurora University,George Williams College,5084,0,0
2014,Aurora University,Woodstock Center,5084,0,0
2014,Austin College,Main Campus,1301,1,2
2014,Austin Community College District,Highland Business Center,40949,0,0
2014,Austin Community College District,Cypress Creek,40949,0,0
2014,Austin Community College District,Northridge Campus,40949,0,0
2014,Austin Community College District,Pinnacle Campus,40949,0,0
2014,Austin Community College District,Rio Grande Campus,40949,0,0
2014,Austin Community College District,Riverside Campus,40949,0,0
2014,Austin Community College District,Eastview Campus,40949,0,0
2014,Austin Community College District,South Austin Campus,40949,0,0
2014,Austin Community College District,Round Rock Campus,40949,0,0
2014,Austin Community College District,Fredricksburg Center,40949,0,0
2014,Austin Community College District,Leander Center,40949,0,0
2014,Austin Community College District,Lockhart Center,40949,0,0
2014,Austin Community College District,Pflugerville Cente,40949,0,0
2014,Austin Community College District,San Marcos Center,40949,0,0
2014,Austin Community College District,San Marcos Goodnight Center,40949,0,0
2014,Austin Community College District,Fire Academy,40949,0,0
2014,Austin Community College District,Clinical Education Center,40949,0,0
2014,Austin Community College District,Fredericksburg Nursing & Testing Center,40949,0,0
2014,Austin Community College District,Elgin Campus,40949,0,0
2014,Austin Community College District,Hays Campus,40949,0,0
2014,Austin Graduate School of Theology,Main Campus,40,0,0
2014,Austin Kade Academy,Main Campus,193,0,0
2014,Austin Peay State University,Main Campus,10111,2,2
2014,Austin Peay State University,Fort Campbell KY,10111,0,0
2014,Austin Presbyterian Theological Seminary,Main Campus,145,0,0
2014,Austin's School of Spa Technology,Main Campus,283,0,0
2014,Automeca Technical College-Aguadilla,Automeca Technical College-Aguadilla,348,0,0
2014,Automeca Technical College-Bayamon,Automeca Technical College-Bayamon,687,0,0
2014,Automeca Technical College-Caguas,Automeca Technical College-Caguas,263,0,0
2014,Automeca Technical College-Ponce,Automeca Technical College-Ponce,289,0,0
2014,Automotive Training Center-Exton,Main Campus,372,0,0
2014,Automotive Training Center-Warminster,Additional location,319,0,0
2014,Autry Technology Center,Main Campus,572,0,0
2014,Avalon School of Cosmetology,Avalon School of Cosmetology,29,0,0
2014,Avalon School of Cosmetology-Alameda,Avalon School of Cosmetology-Alameda,253,0,0
2014,Avalon School of Cosmetology-Layton,Avalon School of Cosmetology-Layton,165,0,0
2014,Avalon School of Cosmetology-Mesa,Avalon School of Cosmetology (Mesa),360,0,0
2014,Avalon School of Cosmetology-Phoenix,Avalon School of Cosmetology-Phoenix,318,0,0
2014,Avance Beauty College,Avance Beauty College,60,0,0
2014,Avant Gard The School,Main Campus,36,0,0
2014,Ave Maria School of Law,Ave Maria School of Law,269,0,0
2014,Ave Maria University,Ave Maria University,1081,0,0
2014,Aveda Fredric's Institute-Cincinnati,Aveda Frederic's Institute,226,0,0
2014,Aveda Fredric's Institute-Indianapolis,Main Campus,218,0,0
2014,Aveda Institute Phoenix,Main Campus,176,0,0
2014,Aveda Institute-Baton Rouge,Main Campus,210,0,0
2014,Aveda Institute-Boise,Main Campus,58,0,0
2014,Aveda Institute-Chapel Hill,Main campus,180,0,0
2014,Aveda Institute-Chicago,Main Campus,169,0,0
2014,Aveda Institute-Columbus,Main campus,287,0,0
2014,Aveda Institute-Covington,Aveda Institute - Covington,1587,0,0
2014,Aveda Institute-Covington,Aveda Institute - Charlotte,1587,0,0
2014,Aveda Institute-Covington,Aveda Institute - Houston,1587,0,0
2014,Aveda Institute-Covington,Aveda Institute - New Orleans,1587,0,0
2014,Aveda Institute-Covington,Aveda Institute - Atlanta,1587,0,0
2014,Aveda Institute-Covington,Aveda Institute-Birmingham,1587,0,0
2014,Aveda Institute-Covington,Aveda Institute - Dallas,1587,0,0
2014,Aveda Institute-Covington,Aveda Institute - Washington D.C.,1587,0,0
2014,Aveda Institute-Covington,Aveda Institute - Austin,1587,0,0
2014,Aveda Institute-Covington,Aveda Institute - Nashville,1587,0,0
2014,Aveda Institute-Denver,Aveda Institute Denver,440,0,0
2014,Aveda Institute-Des Moines,Main Campus,199,0,0
2014,Aveda Institute-Lafayette,Main Campus,91,0,0
2014,Aveda Institute-Los Angeles,Main Campus,166,0,0
2014,Aveda Institute-Minneapolis,Main Campus,515,0,1
2014,Aveda Institute-New Mexico,Main Campus,135,0,0
2014,Aveda Institute-New York,Aveda Institute New York,229,0,0
2014,Aveda Institute-Portland,Main Campus,361,0,0
2014,Aveda Institute-Provo,Aveda Institute Provo,152,0,0
2014,Aveda Institute-San Antonio,Main campus,285,0,0
2014,Aveda Institute-San Antonio,Aveda Institute-Corpus Christi,285,0,0
2014,Aveda Institute-South Florida,Aveda Institute-South Florida,580,0,0
2014,Aveda Institute-South Florida,Aveda Institute - Orlando,580,0,0
2014,Aveda Institute-Tallahassee,Aveda Institute-Tallahassee,572,0,0
2014,Aveda Institute-Tucson,Main Campus,140,0,0
2014,Avenue Five Institute,Main Campus,236,0,0
2014,Avera McKennan Hospital School of Radiologic Technology,Main Campus,20,0,0
2014,Avera Sacred Heart Hospital,Main Campus,18,0,0
2014,Averett University,Main Campus,872,3,3
2014,Averett University-Non-Traditional Programs,GPS-Main Campus,1118,0,0
2014,Averett University-Non-Traditional Programs,GPS-Chesapeake,1118,0,0
2014,Averett University-Non-Traditional Programs,GPS-Quantico,1118,0,0
2014,Averett University-Non-Traditional Programs,Richmond,1118,0,0
2014,Avi Career Training,Main Campus,21,0,0
2014,Aviation Institute of Maintenance-Atlanta,Aviation Institute of Maintenanace Duluth GA,566,0,0
2014,Aviation Institute of Maintenance-Chesapeake,Main Campus,236,0,0
2014,Aviation Institute of Maintenance-Dallas,Aviation Institute of Maintenance,359,0,0
2014,Aviation Institute of Maintenance-Houston,Main Campus,236,0,0
2014,Aviation Institute of Maintenance-Indianapolis,Main Campus,143,0,0
2014,Aviation Institute of Maintenance-Kansas City,Main Campus,83,0,0
2014,Aviation Institute of Maintenance-Las Vegas,Aviation Institute of Maintenance,116,0,0
2014,Aviation Institute of Maintenance-Manassas,Main Campus,105,0,0
2014,Aviation Institute of Maintenance-Orlando,Main Campus,209,0,0
2014,Aviation Institute of Maintenance-Philadelphia,Aviation Institute of Maintenance,320,0,0
2014,Aviator College of Aeronautical Science and Technology,Main Campus,176,0,0
2014,Avila University,Main Campus,1907,0,0
2014,AVTEC-Alaska's Institute of Technology,First Lake Campus,889,0,0
2014,AVTEC-Alaska's Institute of Technology,Resident Life Campus,889,0,0
2014,AVTEC-Alaska's Institute of Technology,Port Avenue Campus,889,0,0
2014,AVTEC-Alaska's Institute of Technology,Applied Technology Campus,889,0,0
2014,AVTEC-Alaska's Institute of Technology,Muldoon Mall - Allied Health Campus,889,0,0
2014,Award Beauty School,Main Campus,266,0,0
2014,Ayers Career College,Main Campus,259,0,0
2014,Azure College,Main Campus,397,0,0
2014,Azusa Pacific University,Azusa (main campus),9972,4,4
2014,Azusa Pacific University,Inland Empire Regional Center,9972,0,0
2014,Azusa Pacific University,Orange County Regional Center,9972,0,0
2014,Azusa Pacific University,San Diego Regional Center,9972,0,0
2014,Azusa Pacific University,High Desert Regional Center,9972,0,0
2014,Azusa Pacific University,Los Angeles Regional Center,9972,0,0
2014,Azusa Pacific University,Murrieta Regional Center,9972,0,0
2014,Azusa Pacific University,Ventura Regional Center,9972,0,0
2014,B M Spurr School of Practical Nursing,Main Campus,31,0,0
2014,Babson College,Main Campus,3049,7,1
2014,Babson College,Babson College - San Francisco,3049,0,0
2014,Bacone College,Main Campus,968,0,0
2014,Bainbridge State College,Bainbridge State College,2470,0,1
2014,Bainbridge State College,Midtown Campus,2470,0,0
2014,Bainbridge State College,Bainbridge State College Early County Campus,2470,0,0
2014,Bais HaMedrash and Mesivta of Baltimore,Main Campus,59,0,0
2014,Bais Medrash Elyon,Main Campus,97,0,0
2014,Bais Medrash Toras Chesed,Main Campus,111,0,0
2014,Baker College Center for Graduate Studies,Baker College Center for Graduate Studies,4530,0,0
2014,Baker College of Allen Park,Baker College Allen Park,3372,0,0
2014,Baker College of Auburn Hills,BAKER COLLEGE OF AUBURN HILLS,2703,0,0
2014,Baker College of Cadillac,BAKER COLLEGE OF CADILLAC,1340,0,0
2014,Baker College of Cadillac,Center for Transportation & Technology CTT),1340,0,0
2014,Baker College of Clinton Township,BAKER COLLEGE OF CLINTON TOWNSHIP,3625,0,1
2014,Baker College of Flint,BAKER COLLEGE OF FLINT,3726,1,0
2014,Baker College of Flint,Cass City Campus of Baker College,3726,0,0
2014,Baker College of Flint,Center for Transportation Technology,3726,0,0
2014,Baker College of Jackson,BAKER COLLEGE OF JACKSON,1937,0,0
2014,Baker College of Jackson,Baker College of Coldwater,1937,0,0
2014,Baker College of Muskegon,BAKER COLLEGE OF MUSKEGON,3481,0,0
2014,Baker College of Muskegon,Culinary Institute of Michigan,3481,0,0
2014,Baker College of Muskegon,Fremont Extension,3481,0,0
2014,Baker College of Owosso,BAKER COLLEGE OF OWOSSO,2512,0,0
2014,Baker College of Port Huron,Baker College of Port Huron,798,0,0
2014,Baker College of Port Huron,Culinary Institute of Michigan,798,0,0
2014,Baker University,Main Campus,2957,3,0
2014,Baker University,School of Nursing,2957,0,0
2014,Baker University,School of Professional and Graduate Studies-Overland Park,2957,0,0
2014,Baker University,School of Professional and Graduate Studies - Lee's Summit,2957,0,0
2014,Baker University,School of Professional and Graduate Studies - Topeka,2957,0,0
2014,Baker University,School of Professional and Graduate Studies - Wichita,2957,0,0
2014,Bakersfield College,Bakersfield College,18698,0,0
2014,Bakke Graduate University,Main Campus,186,0,0
2014,Baldwin Beauty School-North Austin,Main Campus,72,0,0
2014,Baldwin Beauty School-South Austin,Main Campus,69,0,0
2014,Baldwin Park Adult & Community Education,Main Campus,307,0,0
2014,Baldwin Wallace University,Main Campus,3979,2,1
2014,Ball State University,Main Campus,20655,14,5
2014,Ball State University,Indianapolis Center,20655,0,0
2014,Baltimore City Community College,Liberty Campus,5024,0,1
2014,Baltimore City Community College,Reisterstown Professional Center (RPC),5024,0,0
2014,Baltimore City Community College,Harbor Campus,5024,0,0
2014,Baltimore School of Massage-Linthicum,BALTIMORE SCHOOL OF MASSAGE,327,0,0
2014,Baltimore School of Massage-York,Baltimore School of Massage -York Campus,38,0,0
2014,Baltimore Studio of Hair Design,Main Campus,62,0,0
2014,Bancroft School of Massage Therapy,Main Campus,70,0,0
2014,Bank Street College of Education,Bank Street College of Education,747,0,0
2014,Baptist Bible College,Main Campus,373,0,0
2014,Baptist Bible College & Seminary of Pennsylvania,Main Campus,836,0,0
2014,Baptist Health Schools-Little Rock,Main Campus,802,0,0
